Lab_id,SampleType,SampleId,ceramideName,Unit,replicate,Protocol,Instrument,MassAnalyzerType,C_SinglePoint,Calibration Line 1,Calibration Line 2,Avg_C_Adj
18b,NIST T1D,T1D 6,Cer d18:1/24:1,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.48246158,0.439252296,0.463320406,0.451286351
18b,NIST T1D,T1D 6,Cer d18:1/24:1,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.458971335,0.416071049,0.439215758,0.427643404
18b,NIST YAA,yA-A 1,Cer d18:1/16:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.112803875,0.080476784,0.081206329,0.080841557
18b,NIST YAA,yA-A 1,Cer d18:1/16:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.095333329,0.067063736,0.068074863,0.0675693
18b,NIST YAA,yA-A 1,Cer d18:1/16:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.101987345,0.072172371,0.073076252,0.072624311
18b,NIST YAA,yA-A 1,Cer d18:1/18:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.012509979,0.020052315,0.020801055,0.020426685
18b,NIST YAA,yA-A 1,Cer d18:1/18:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.012942167,0.020855412,0.021590835,0.021223123
18b,NIST YAA,yA-A 1,Cer d18:1/18:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.01290261,0.020781907,0.021518549,0.021150228
18b,NIST YAA,yA-A 1,Cer d18:1/24:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.913290143,0.892805023,0.942765725,0.917785374
18b,NIST YAA,yA-A 1,Cer d18:1/24:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.899152935,0.878186834,0.927534583,0.902860708
18b,NIST YAA,yA-A 1,Cer d18:1/24:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.887147504,0.86577295,0.914600174,0.890186562
18b,NIST YAA,yA-A 1,Cer d18:1/24:1,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.293975725,0.253245851,0.269904585,0.261575218
18b,NIST YAA,yA-A 1,Cer d18:1/24:1,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.302603261,0.261759897,0.27875778,0.270258838
18b,NIST YAA,yA-A 1,Cer d18:1/24:1,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.298681336,0.257889563,0.274733274,0.266311418
18b,NIST YAA,yA-A 2,Cer d18:1/16:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.114419201,0.081716954,0.082420465,0.08206871
18b,NIST YAA,yA-A 2,Cer d18:1/16:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.103847512,0.073600518,0.074474417,0.074037467
18b,NIST YAA,yA-A 2,Cer d18:1/16:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.107627657,0.076502732,0.077315706,0.076909219
18b,NIST YAA,yA-A 2,Cer d18:1/18:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.013683752,0.022233435,0.022946009,0.022589722
18b,NIST YAA,yA-A 2,Cer d18:1/18:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.014734331,0.024185639,0.024865841,0.02452574
18b,NIST YAA,yA-A 2,Cer d18:1/18:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.013208468,0.021350257,0.022077475,0.021713866
18b,NIST YAA,yA-A 2,Cer d18:1/24:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.931074243,0.911194179,0.961925955,0.936560067
18b,NIST YAA,yA-A 2,Cer d18:1/24:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.913977872,0.89351615,0.94350667,0.91851141
18b,NIST YAA,yA-A 2,Cer d18:1/24:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.915291404,0.894874372,0.944921843,0.919898108
18b,NIST YAA,yA-A 2,Cer d18:1/24:1,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.3104046,0.269458615,0.286763168,0.278110892
18b,NIST YAA,yA-A 2,Cer d18:1/24:1,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.311702314,0.270739258,0.288094825,0.279417041
18b,NIST YAA,yA-A 2,Cer d18:1/24:1,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.298031936,0.257248705,0.274066889,0.265657797
18b,NIST YAA,yA-A 3,Cer d18:1/16:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.110763938,0.078910618,0.079673042,0.07929183
18b,NIST YAA,yA-A 3,Cer d18:1/16:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.104763461,0.07430374,0.075162877,0.074733308
18b,NIST YAA,yA-A 3,Cer d18:1/16:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.107554139,0.076446289,0.077260447,0.076853368
18b,NIST YAA,yA-A 3,Cer d18:1/18:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.013184718,0.021306123,0.022034073,0.021670098
18b,NIST YAA,yA-A 3,Cer d18:1/18:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.014113892,0.023032729,0.023732049,0.023382389
18b,NIST YAA,yA-A 3,Cer d18:1/18:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.012817244,0.020623277,0.02136255,0.020992914
18b,NIST YAA,yA-A 3,Cer d18:1/24:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.924541021,0.904438682,0.954887194,0.929662938
18b,NIST YAA,yA-A 3,Cer d18:1/24:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.912925188,0.892427651,0.94237253,0.91740009
18b,NIST YAA,yA-A 3,Cer d18:1/24:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.937969558,0.91832409,0.969354829,0.943839459
18b,NIST YAA,yA-A 3,Cer d18:1/24:1,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.308529359,0.267608041,0.284838879,0.27622346
18b,NIST YAA,yA-A 3,Cer d18:1/24:1,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.310107201,0.269165128,0.28645799,0.277811559
18b,NIST YAA,yA-A 3,Cer d18:1/24:1,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.281823956,0.241253931,0.257434979,0.249344455
18b,NIST YAA,yA-A 4,Cer d18:1/16:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.092224908,0.064677239,0.065738466,0.065207853
18b,NIST YAA,yA-A 4,Cer d18:1/16:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.101406532,0.07172645,0.072639693,0.072183072
18b,NIST YAA,yA-A 4,Cer d18:1/16:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.102174816,0.072316302,0.073217161,0.072766731
18b,NIST YAA,yA-A 4,Cer d18:1/18:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.014139102,0.023079574,0.023778117,0.023428846
18b,NIST YAA,yA-A 4,Cer d18:1/18:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.014189932,0.023174027,0.023871003,0.023522515
18b,NIST YAA,yA-A 4,Cer d18:1/18:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.01285408,0.020691728,0.021429865,0.021060796
18b,NIST YAA,yA-A 4,Cer d18:1/24:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.919600423,0.899329993,0.949564293,0.924447143
18b,NIST YAA,yA-A 4,Cer d18:1/24:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.907560425,0.886880366,0.936592642,0.911736504
18b,NIST YAA,yA-A 4,Cer d18:1/24:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.911627804,0.891086127,0.940974754,0.916030441
18b,NIST YAA,yA-A 4,Cer d18:1/24:1,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.307442792,0.266535767,0.283723891,0.275129829
18b,NIST YAA,yA-A 4,Cer d18:1/24:1,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.303668086,0.262810716,0.279850457,0.271330586
18b,NIST YAA,yA-A 4,Cer d18:1/24:1,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.295006025,0.254262598,0.270961834,0.262612216
18b,NIST YAA,yA-A 5,Cer d18:1/16:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.104591038,0.074171361,0.075033277,0.074602319
18b,NIST YAA,yA-A 5,Cer d18:1/16:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.103516556,0.073346426,0.07422566,0.073786043
18b,NIST YAA,yA-A 5,Cer d18:1/16:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.107069621,0.076074299,0.076896266,0.076485282
18b,NIST YAA,yA-A 5,Cer d18:1/18:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.013159496,0.021259256,0.021987983,0.021623619
18b,NIST YAA,yA-A 5,Cer d18:1/18:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.012853249,0.020690184,0.021428347,0.021059265
18b,NIST YAA,yA-A 5,Cer d18:1/18:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.013124976,0.02119511,0.0219249,0.021560005
18b,NIST YAA,yA-A 5,Cer d18:1/24:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.914669508,0.894231317,0.944251825,0.919241571
18b,NIST YAA,yA-A 5,Cer d18:1/24:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.917474146,0.897131376,0.947273486,0.922202431
18b,NIST YAA,yA-A 5,Cer d18:1/24:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.914008317,0.893547631,0.943539471,0.918543551
18b,NIST YAA,yA-A 5,Cer d18:1/24:1,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.303434574,0.262580275,0.279610837,0.271095556
18b,NIST YAA,yA-A 5,Cer d18:1/24:1,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.307552213,0.266643749,0.283836175,0.275239962
18b,NIST YAA,yA-A 5,Cer d18:1/24:1,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.290006156,0.249328499,0.26583119,0.257579845
18b,NIST YAA,yA-A 6,Cer d18:1/16:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.104391867,0.074018448,0.074883574,0.074451011
18b,NIST YAA,yA-A 6,Cer d18:1/16:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.121450746,0.087115438,0.087705617,0.087410528
18b,NIST YAA,yA-A 6,Cer d18:1/16:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.125775336,0.090435651,0.090956128,0.09069589
18b,NIST YAA,yA-A 6,Cer d18:1/18:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.01370459,0.022272157,0.022984088,0.022628123
18b,NIST YAA,yA-A 6,Cer d18:1/18:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.013579125,0.022039016,0.022754814,0.022396915
18b,NIST YAA,yA-A 6,Cer d18:1/18:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.011970273,0.019049423,0.019814793,0.019432108
18b,NIST YAA,yA-A 6,Cer d18:1/24:0,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.925204903,0.905125151,0.955602447,0.930363799
18b,NIST YAA,yA-A 6,Cer d18:1/24:0,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.939283541,0.919682777,0.970770487,0.945226632
18b,NIST YAA,yA-A 6,Cer d18:1/24:0,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.949610691,0.930361281,0.98189675,0.956129016
18b,NIST YAA,yA-A 6,Cer d18:1/24:1,µmol/L,1,Standard,Xevo TQ-S,QQQ,0.308517902,0.267596735,0.284827122,0.276211928
18b,NIST YAA,yA-A 6,Cer d18:1/24:1,µmol/L,2,Standard,Xevo TQ-S,QQQ,0.287425242,0.246781535,0.26318277,0.254982152
18b,NIST YAA,yA-A 6,Cer d18:1/24:1,µmol/L,3,Standard,Xevo TQ-S,QQQ,0.282353814,0.241776819,0.257978696,0.249877757
19,NIST SRM,SRM 1,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.13213369,0.141147066,0.140321343,0.140734205
19,NIST SRM,SRM 1,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.02132115,0.030770712,0.036269027,0.033519869
19,NIST SRM,SRM 1,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.118776603,0.987544975,1.012956041,1.000250508
19,NIST SRM,SRM 1,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.388963192,0.423977511,0.439400006,0.431688758
19,NIST SRM,SRM 2,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.119335604,0.126303184,0.125503852,0.125903518
19,NIST SRM,SRM 2,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.024102665,0.035772678,0.042015701,0.038894189
19,NIST SRM,SRM 2,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.300962526,1.150140079,1.179383661,1.16476187
19,NIST SRM,SRM 2,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.354619494,0.387197062,0.400981641,0.394089352
19,NIST SRM,SRM 3,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.133646135,0.142901279,0.142072437,0.142486858
19,NIST SRM,SRM 3,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.02340458,0.034517321,0.040573442,0.037545381
19,NIST SRM,SRM 3,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.153403559,1.018448425,1.044587913,1.031518169
19,NIST SRM,SRM 3,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.34757639,0.379654237,0.393102918,0.386378577
19,NIST SRM,SRM 4,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.107158265,0.112179276,0.111405056,0.111792166
19,NIST SRM,SRM 4,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.023822078,0.035268102,0.041436002,0.038352052
19,NIST SRM,SRM 4,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.275974771,1.127839308,1.15655724,1.142198274
19,NIST SRM,SRM 4,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.374917326,0.408935064,0.423687685,0.416311375
19,NIST SRM,SRM 5,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.134857553,0.144306344,0.143475004,0.143890674
19,NIST SRM,SRM 5,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.023691695,0.035033635,0.041166627,0.038100131
19,NIST SRM,SRM 5,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.140656029,1.007071663,1.032942991,1.020007327
19,NIST SRM,SRM 5,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.443660768,0.482555983,0.500587107,0.491571545
19,NIST SRM,SRM 6,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.13069948,0.139483595,0.13866083,0.139072213
19,NIST SRM,SRM 6,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.023225415,0.03419513,0.040203283,0.037199206
19,NIST SRM,SRM 6,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.264381821,1.117492971,1.14596703,1.131730001
19,NIST SRM,SRM 6,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.355963475,0.388636401,0.402485077,0.395560739
19,NIST hTAG,hTAG 1,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.146817982,0.158178669,0.157322665,0.157750667
19,NIST hTAG,hTAG 1,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.023812397,0.035250692,0.041416,0.038333346
19,NIST hTAG,hTAG 1,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,2.060228094,1.827760294,1.872976005,1.85036815
19,NIST hTAG,hTAG 1,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.586832717,0.635886253,0.660745514,0.648315884
19,NIST hTAG,hTAG 2,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.153158342,0.165532547,0.164663468,0.165098007
19,NIST hTAG,hTAG 2,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.025101576,0.037569008,0.044079474,0.040824241
19,NIST hTAG,hTAG 2,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.758869743,1.558807612,1.597683862,1.578245737
19,NIST hTAG,hTAG 2,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.561610097,0.60887404,0.632530388,0.620702214
19,NIST hTAG,hTAG 3,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.128665402,0.137124366,0.136305795,0.136715081
19,NIST hTAG,hTAG 3,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.034813669,0.055034154,0.064144882,0.059589518
19,NIST hTAG,hTAG 3,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,2.068563952,1.83519978,1.880590846,1.857895313
19,NIST hTAG,hTAG 3,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.596092983,0.645803553,0.671104454,0.658454003
19,NIST hTAG,hTAG 4,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.111331987,0.117020175,0.116237348,0.116628762
19,NIST hTAG,hTAG 4,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.025903836,0.039011703,0.045736962,0.042374332
19,NIST hTAG,hTAG 4,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,2.389169103,2.121329614,2.173465023,2.147397319
19,NIST hTAG,hTAG 4,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.557550455,0.60452636,0.627989095,0.616257728
19,NIST hTAG,hTAG 5,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.161846552,0.175609582,0.174722588,0.175166085
19,NIST hTAG,hTAG 5,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.020332762,0.028993305,0.034226995,0.03161015
19,NIST hTAG,hTAG 5,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.913604989,1.696903866,1.739035171,1.717969519
19,NIST hTAG,hTAG 5,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.504462426,0.547671635,0.568602503,0.558137069
19,NIST hTAG,hTAG 6,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.124462781,0.13224995,0.131440045,0.131844997
19,NIST hTAG,hTAG 6,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.032368229,0.050636548,0.059092547,0.054864548
19,NIST hTAG,hTAG 6,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,2.058784967,1.826472349,1.871657702,1.849065026
19,NIST hTAG,hTAG 6,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.509702448,0.553283445,0.57446422,0.563873833
19,NIST T1D,T1D 1,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.116630093,0.123165192,0.12237144,0.122768316
19,NIST T1D,T1D 1,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.031089009,0.048336141,0.056449649,0.052392895
19,NIST T1D,T1D 1,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.110984735,0.980590982,1.005838136,0.993214559
19,NIST T1D,T1D 1,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.396191321,0.431718489,0.447485706,0.439602098
19,NIST T1D,T1D 2,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.109142076,0.114480202,0.113701891,0.114091047
19,NIST T1D,T1D 2,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.034168839,0.053874564,0.062812648,0.058343606
19,NIST T1D,T1D 2,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.250127244,1.104771217,1.132945413,1.118858315
19,NIST T1D,T1D 2,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.330046409,0.36088047,0.373493113,0.367186792
19,NIST T1D,T1D 3,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.094128262,0.097066404,0.096319054,0.096692729
19,NIST T1D,T1D 3,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.024393784,0.036296194,0.042617159,0.039456676
19,NIST T1D,T1D 3,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.099364729,0.970220499,0.995223211,0.982721855
19,NIST T1D,T1D 3,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.297949455,0.326506177,0.337588056,0.332047117
19,NIST T1D,T1D 4,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.103180094,0.107565186,0.10679917,0.107182178
19,NIST T1D,T1D 4,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.022710178,0.033268585,0.039138791,0.036203688
19,NIST T1D,T1D 4,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.336454729,1.181815734,1.21180594,1.196810837
19,NIST T1D,T1D 4,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.355000734,0.387605352,0.401408114,0.394506733
19,NIST T1D,T1D 5,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.141406096,0.151901683,0.15105684,0.151479261
19,NIST T1D,T1D 5,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.024299612,0.036126846,0.042422598,0.039274722
19,NIST T1D,T1D 5,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.588345981,1.406620613,1.441909676,1.424265145
19,NIST T1D,T1D 5,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.356996376,0.389742589,0.403640526,0.396691557
19,NIST T1D,T1D 6,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.113950392,0.120057136,0.11926891,0.119663023
19,NIST T1D,T1D 6,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.027229399,0.041395448,0.048475605,0.044935526
19,NIST T1D,T1D 6,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,1.362848428,1.205371265,1.235916697,1.220643981
19,NIST T1D,T1D 6,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.330926928,0.361823463,0.3744781,0.368150782
19,NIST YAA,yA-A 1,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.071486298,0.070805082,0.070104422,0.070454752
19,NIST YAA,yA-A 1,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.012720364,0.015304017,0.018499606,0.016901811
19,NIST YAA,yA-A 1,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,0.79739052,0.700718184,0.71936848,0.710043332
19,NIST YAA,yA-A 1,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.216629676,0.239416605,0.246620193,0.243018399
19,NIST YAA,yA-A 2,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.074438137,0.074228778,0.073522031,0.073875404
19,NIST YAA,yA-A 2,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.01527426,0.019896658,0.023776013,0.021836335
19,NIST YAA,yA-A 2,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,0.862032298,0.758408901,0.77841902,0.768413961
19,NIST YAA,yA-A 2,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.262296076,0.288323123,0.297704627,0.293013875
19,NIST YAA,yA-A 3,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.069870078,0.068930505,0.068233179,0.068581842
19,NIST YAA,yA-A 3,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.020007464,0.028408326,0.033554922,0.030981624
19,NIST YAA,yA-A 3,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,0.821962716,0.722648082,0.741815285,0.732231684
19,NIST YAA,yA-A 3,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.242755104,0.267395682,0.27584524,0.271620461
19,NIST YAA,yA-A 4,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.06759215,0.066288448,0.065595818,0.065942133
19,NIST YAA,yA-A 4,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.013468239,0.016648911,0.020044732,0.018346821
19,NIST YAA,yA-A 4,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,0.812368191,0.714085276,0.733050646,0.723567961
19,NIST YAA,yA-A 4,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.240431909,0.264907652,0.273246413,0.269077032
19,NIST YAA,yA-A 5,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.094833512,0.097884389,0.097135585,0.097509987
19,NIST YAA,yA-A 5,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.015735393,0.020725908,0.024728724,0.022727316
19,NIST YAA,yA-A 5,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,0.995452969,0.87748258,0.900299374,0.888890977
19,NIST YAA,yA-A 5,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.281776122,0.309185315,0.319495858,0.314340586
19,NIST YAA,yA-A 6,Cer d18:1/16:0,µmol/L,1,Standard,6490,QQQ,0.063496204,0.061537757,0.060853574,0.061195665
19,NIST YAA,yA-A 6,Cer d18:1/18:0,µmol/L,1,Standard,6490,QQQ,0.015344467,0.020022911,0.023921063,0.021971987
19,NIST YAA,yA-A 6,Cer d18:1/24:0,µmol/L,1,Standard,6490,QQQ,0.848821436,0.746618629,0.766350841,0.756484735
19,NIST YAA,yA-A 6,Cer d18:1/24:1,µmol/L,1,Standard,6490,QQQ,0.252569745,0.27790669,0.286824327,0.282365509
22,NIST SRM,SRM 1,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 6500+,QQQ,0.172339308,0.126477258,0.128018642,0.12724795
22,NIST SRM,SRM 1,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 6500+,QQQ,0.175490736,0.128813465,0.130364089,0.129588777
22,NIST SRM,SRM 1,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 6500+,QQQ,0.175934032,0.129142088,0.130694011,0.12991805
22,NIST SRM,SRM 1,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 6500+,QQQ,0.030162651,0.047565297,0.047302107,0.047433702
22,NIST SRM,SRM 1,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 6500+,QQQ,0.030217527,0.047653283,0.047388278,0.04752078
22,NIST SRM,SRM 1,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 6500+,QQQ,0.028287041,0.044558018,0.044356868,0.044457443
22,NIST SRM,SRM 1,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 6500+,QQQ,1.4068585,1.31993208,1.310306365,1.315119223
22,NIST SRM,SRM 1,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 6500+,QQQ,1.457144436,1.366998253,1.357036786,1.36201752
22,NIST SRM,SRM 1,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 6500+,QQQ,1.459084234,1.368813847,1.358839429,1.363826638
22,NIST SRM,SRM 1,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 6500+,QQQ,0.487939726,0.485017735,0.497291532,0.491154633
22,NIST SRM,SRM 1,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 6500+,QQQ,0.481305548,0.47848755,0.490541707,0.484514629
22,NIST SRM,SRM 1,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 6500+,QQQ,0.471504646,0.46884028,0.480569955,0.474705118
22,NIST SRM,SRM 2,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 6500+,QQQ,0.159608468,0.117039671,0.11854373,0.117791701
22,NIST SRM,SRM 2,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 6500+,QQQ,0.154019067,0.112896153,0.114383825,0.113639989
